date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:51	188211/188211	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2009%20Sep%202018%2022:27:32%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/09/sao-louren%c3%a7o-1024x559.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/09/sao-louren%c3%a7o-1024x559.jpg	(from https://lalisavedra.com/)
18:49:53	37795/37795	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:49:56%20GMT	https://lalisavedra.com/resultados-da-divisao-especial-e-jocolzinho/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-divisao-especial-e-jocolzinho/index.html	(from https://lalisavedra.com/)
18:49:56	195288/195288	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2009%20Sep%202018%2022:22:29%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/09/gralha-azul-2-1024x547.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/09/gralha-azul-2-1024x547.jpg	(from https://lalisavedra.com/)
18:49:58	36836/36836	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:01%20GMT	https://lalisavedra.com/subiram-csk-vila-mariza-b-bahia-e-gralha-azul/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/subiram-csk-vila-mariza-b-bahia-e-gralha-azul/index.html	(from https://lalisavedra.com/)
18:50:07	80038/80038	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2014%20Aug%202018%2017:14:27%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/08/boca-junior.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/08/boca-junior.jpg	(from https://lalisavedra.com/)
18:50:07	199246/199246	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2019%20Aug%202018%2021:51:55%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/08/015-1024x623.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/08/015-1024x623.jpg	(from https://lalisavedra.com/)
18:50:09	39001/39001	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:12%20GMT	https://lalisavedra.com/resultados-da-6a-rodada-da-divisao-especial-do-jocol-2/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-6a-rodada-da-divisao-especial-do-jocol-2/index.html	(from https://lalisavedra.com/)
18:50:11	37978/37978	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:14%20GMT	https://lalisavedra.com/resultados-da-2a-rodada-do-jocolzinho/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-2a-rodada-do-jocolzinho/index.html	(from https://lalisavedra.com/)
18:50:12	189905/189905	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2019%20Aug%202018%2021:46:51%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/08/007-1024x620.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/08/007-1024x620.jpg	(from https://lalisavedra.com/)
18:50:12	19359/19359	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2023:45:01%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/themes/savedra/js/jquery.bxslider.min.js?ver=4.1.2	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/themes/savedra/js/jquery.bxslider.min8aee.js	(from https://lalisavedra.com/)
18:50:12	386/386	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2023:45:01%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/themes/savedra/js/colormag-slider-setting.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/themes/savedra/js/colormag-slider-settingd96d.js	(from https://lalisavedra.com/)
18:50:13	47332/47332	---MC-	200	added ('OK')	text/javascript	date:Fri,%2005%20Feb%202021%2021:33:27%20GMT	http://www.google-analytics.com/analytics.js	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/www.google-analytics.com/analytics.js	(from https://lalisavedra.com/)
18:50:13	91042/91042	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2005%20Aug%202018%2022:33:20%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/08/14729216_190690561372063_8173434940214207865_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/08/14729216_190690561372063_8173434940214207865_n.jpg	(from https://lalisavedra.com/)
18:50:13	1805/1805	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2023:45:01%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/themes/savedra/js/navigation.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/themes/savedra/js/navigationd96d.js	(from https://lalisavedra.com/)
18:50:13	37137/37137	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:17%20GMT	https://lalisavedra.com/resultados-dos-mata-da-1a-divisao-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-dos-mata-da-1a-divisao-do-jocol/index.html	(from https://lalisavedra.com/)
18:50:14	21143/21143	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2023:45:01%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/themes/savedra/js/magnific-popup/jquery.magnific-popup.min.js?ver=20150310	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/themes/savedra/js/magnific-popup/jquery.magnific-popup.minbac1.js	(from https://lalisavedra.com/)
18:50:14	37761/37761	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:17%20GMT	https://lalisavedra.com/jogos-da-2a-rodada-do-jocolzinho/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/jogos-da-2a-rodada-do-jocolzinho/index.html	(from https://lalisavedra.com/)
18:50:15	39606/39606	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:18%20GMT	https://lalisavedra.com/jogos-da-6a-rodada-da-divisao-especial-do-jocol-2/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/jogos-da-6a-rodada-da-divisao-especial-do-jocol-2/index.html	(from https://lalisavedra.com/)
18:50:15	138/138	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2023:45:01%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/themes/savedra/js/magnific-popup/image-popup-setting.js?ver=20150310	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/themes/savedra/js/magnific-popup/image-popup-settingbac1.js	(from https://lalisavedra.com/)
18:50:15	41401/41401	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:18%20GMT	https://lalisavedra.com/jogos-da-3a-fase-da-1a-divisao-do-jocol-serao-eliminatorios-e-todos-no-estadio-municipal/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/jogos-da-3a-fase-da-1a-divisao-do-jocol-serao-eliminatorios-e-todos-no-estadio-municipal/index.html	(from https://lalisavedra.com/)
18:50:15	3240/3240	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2023:45:01%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/themes/savedra/js/fitvids/jquery.fitvids.js?ver=20150311	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/themes/savedra/js/fitvids/jquery.fitvids565b.js	(from https://lalisavedra.com/)
18:50:15	106/106	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Feb%202017%2023:45:01%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/themes/savedra/js/fitvids/fitvids-setting.js?ver=20150311	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/themes/savedra/js/fitvids/fitvids-setting565b.js	(from https://lalisavedra.com/)
18:50:16	36651/36651	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:19%20GMT	https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-1a-rodada-do-jocolzinho/index.html	(from https://lalisavedra.com/)
18:50:16	598/598	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Jul%202017%2000:41:59%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/plugins/add-to-any/addtoany.admin.js?ver=0.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/plugins/add-to-any/addtoany.adminb3e8.js	(from https://lalisavedra.com/)
18:50:16	17300/17300	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Jul%202017%2000:37:51%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/plugins/mystickysidebar/js/theia-sticky-sidebar.js?ver=1.2.3	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/plugins/mystickysidebar/js/theia-sticky-sidebar9632.js	(from https://lalisavedra.com/)
18:50:16	1426/1426	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Feb%202021%2000:55:49%20GMT	https://lalisavedra.com/lalisavedra.com/wp-includes/js/wp-embed.min.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-includes/js/wp-embed.mind96d.js	(from https://lalisavedra.com/)
18:50:17	894/894	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Jul%202017%2000:46:04%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-grid.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-gridd96d.js	(from https://lalisavedra.com/)
18:50:17	84377/84377	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:20%20GMT	https://lalisavedra.com/page/2/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/page/2/index.html	(from https://lalisavedra.com/)
18:50:17	81908/81908	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:20%20GMT	https://lalisavedra.com/category/amador/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/amador/index.html	(from https://lalisavedra.com/)
18:50:17	823/823	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Jul%202017%2000:46:04%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-list.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-listd96d.js	(from https://lalisavedra.com/)
18:50:18	40757/40757	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:21%20GMT	https://lalisavedra.com/category/arbitragem/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/arbitragem/index.html	(from https://lalisavedra.com/)
18:50:18	713/713	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Jul%202017%2000:46:04%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-mini.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-minid96d.js	(from https://lalisavedra.com/)
18:50:18	34642/34642	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:22%20GMT	https://lalisavedra.com/category/arrancadoes/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/arrancadoes/index.html	(from https://lalisavedra.com/)
18:50:18	1205/1205	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Jul%202017%2000:46:04%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-ajax.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/plugins/my-calendar/js/mc-ajaxd96d.js	(from https://lalisavedra.com/)
18:50:19	32595/32595	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:22%20GMT	https://lalisavedra.com/category/automobilismo/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/automobilismo/index.html	(from https://lalisavedra.com/)
18:50:19	99/99	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Jul%202017%2000:46:04%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/plugins/my-calendar/js/mcjs.js?ver=5.6.1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/plugins/my-calendar/js/mcjsd96d.js	(from https://lalisavedra.com/)
18:50:20	70480/70480	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:23%20GMT	https://lalisavedra.com/category/bairros/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/bairros/index.html	(from https://lalisavedra.com/)
18:50:21	38611/38611	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:24%20GMT	https://lalisavedra.com/category/copa-2018/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/copa-2018/index.html	(from https://lalisavedra.com/)
18:50:21	75759/75759	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:23%20GMT	https://lalisavedra.com/category/caca-e-tiro/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/caca-e-tiro/index.html	(from https://lalisavedra.com/)
18:50:22	47683/47683	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:24%20GMT	https://lalisavedra.com/category/centenario/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/centenario/index.html	(from https://lalisavedra.com/)
18:50:22	33060/33060	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:25%20GMT	https://lalisavedra.com/category/fesporte/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/fesporte/index.html	(from https://lalisavedra.com/)
18:50:24	40249/40249	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:27%20GMT	https://lalisavedra.com/category/futebol-feminino/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/futebol-feminino/index.html	(from https://lalisavedra.com/)
18:50:24	47642/47642	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:27%20GMT	https://lalisavedra.com/category/futebol-nacional/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/futebol-nacional/index.html	(from https://lalisavedra.com/)
18:50:24	79455/79455	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:27%20GMT	https://lalisavedra.com/category/futebol-internacional/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/futebol-internacional/index.html	(from https://lalisavedra.com/)
18:50:25	41845/41845	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:28%20GMT	https://lalisavedra.com/category/futebol-suico/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/futebol-suico/index.html	(from https://lalisavedra.com/)
18:50:25	33315/33315	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:50:29%20GMT	https://lalisavedra.com/category/futsal-feminino/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/futsal-feminino/index.html	(from https://lalisavedra.com/)
18:50:26	56564/56564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2019%20Feb%202021%2000:55:47%20GMT	https://lalisavedra.com/lalisavedra.com/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-includes/fonts/dashicons7d4b.eot	(from https://lalisavedra.com/lalisavedra.com/wp-includes/css/dashicons.min.css?ver=5.6.1)
